product_name,price,product_image,category,sold,disccount,free_ongkir,cod
KIPAS AOYAMA DINDING / KIPAS ANGIN GANTUNG 16 INCH  /  KIPAS GARANSI RESMI / KIPAS KENCANG / KIPAS AWET / KIPAS MURAH / ELEKTRONIK / KIPAS TEMPEL DINDING/KIPAS ANGIN,115.500,https://down-id.img.susercontent.com/file/id-11134207-7qul0-lfm10kmmi0k275_tn,elektronik,10RB+ Terjual,,true,true
STB/ SET TOP BOX TV MATRIX HIJAU DVB T2 DIGITAL RECIEVER NEW,152.222,https://down-id.img.susercontent.com/file/id-11134207-7r98r-ln4k3tfnn07xed_tn,elektronik,5RB Terjual,-12%,true,true
Hangyan Blender Kapsul Serbaguna Chopper Daging Plastik Penggiling Daging Listrik 250Watt,49.990,https://down-id.img.susercontent.com/file/id-11134207-7r990-lp5zf9zr4m8xaa_tn,elektronik,10RB+ Terjual,-58%,true,true
[ACQ] Mini Food Chopper Blender Tarik Tangan Manual Penghalus Bumbu,9.969,https://down-id.img.susercontent.com/file/fe4adc14be03ec1896022d34e92d119e_tn,elektronik,10RB+ Terjual,,true,true
Blender Kapsul Capsule Portable Electric Penggiling Daging Kapasitas 600ml,61.500,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lkt0df2rhn1wb2_tn,elektronik,"4,6RB Terjual",-5%,true,true
kipas Angin Karater 10inch/Kipas angin meja listrik,49.000,https://down-id.img.susercontent.com/file/id-11134207-7r98w-lnchpp81ag7019_tn,elektronik,10RB+ Terjual,-35%,true,true
Lampu Philips LED Multipack MyCare 4W 6W 8W 10W 12W Ess 5W 7W 9W 11W Putih 4 5 6 7 8 9 10 11 12 W Paket,50.485,https://down-id.img.susercontent.com/file/d923130ab221f1e0ca32c06ae8ce014e_tn,elektronik,10RB+ Terjual,-29%,true,true
LAMPU TENAGA SURYA OUTDOOR IP69 180 WATT - LAMPU JALAN PAGAR DAN TAMAN,49.280,https://down-id.img.susercontent.com/file/5eef7747e0b5868b2b7d61dc67f1b1c8_tn,elektronik,10RB+ Terjual,-45%,true,true
STB/ SET TOP BOX TV MATRIX HIJAU DVB T2 DIGITAL RECIEVER NEW,152.222,https://down-id.img.susercontent.com/file/id-11134207-7r98r-ln4k3tfnn07xed_tn,elektronik,5RB Terjual,-12%,true,true
Keryn - BLENDER CAPSULE CUTTER BLENDER KAPSUL SERBAGUNA Mixer Portable Hand free packing bubble,50.000,https://down-id.img.susercontent.com/file/f137d271b0f3b23f4fe50eb153400e5e_tn,elektronik,10RB+ Terjual,-17%,true,true
"Advance SF16A Kipas Angin 16"" Berdiri Stand Fan Garansi Resmi 1 Tahun",130.000,https://down-id.img.susercontent.com/file/id-11134207-7qul2-linw7t3rbztt99_tn,elektronik,"9,8RB Terjual",-63%,true,true
VACUM CLEANER PORTABLE HIGH QUALITY 6000PA,30.000,https://down-id.img.susercontent.com/file/522451be4196201ee09cd6bcb5fbe09b_tn,elektronik,10RB+ Terjual,,true,true
Panci Listrik Multifungsi Anti Lengket Free kukusan / Steamer Stainless Lapis Keramik Teflon  cooking pot,54.000,https://down-id.img.susercontent.com/file/d2094a988ccb800d3a5bb988ab673848_tn,elektronik,10RB+ Terjual,,true,true
BAS Rak kaki galon air dudukan galon dengan kran,29.900,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lmpw51hxz73od5_tn,elektronik,"4,6RB Terjual",-32%,true,true
LT Kipas Angin AC Mini Air cooler Fan Portable Mobil Kantor-Ruangan Dingin,54.999,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lkks4lr183e365_tn,elektronik,"5,7RB Terjual",-42%,true,true
"[ PPLUS ] Magic com mini 1,5 Liter Anti Lengket Serbaguna Rice cooker Panci Listrik 450Wat",98.000,https://down-id.img.susercontent.com/file/id-11134207-7qul0-lkalp8v3lsnofc_tn,elektronik,9RB Terjual,-61%,true,true
Live MIISOO Mini Chopper Blender Portable  Gilingan Mini Bumbu dan Daging dengan USB,51.900,https://down-id.img.susercontent.com/file/id-11134207-7r98p-lmguot1o7ocn3e_tn,elektronik,"6,1RB Terjual",-48%,true,true
kipas angin karakter NAGASAKY NG-180B BAY MAX,60.500,https://down-id.img.susercontent.com/file/794fdd3f2873a9a6d859295dea8c64d6_tn,elektronik,10RB+ Terjual,-19%,true,true
Maspion Setrika Automatic Iron HA 110,131.400,https://down-id.img.susercontent.com/file/sg-11134201-22120-btkeacx4udlv4a_tn,elektronik,10RB+ Terjual,-18%,true,true
VIRAL BLENDER JUS GELAS JUICE 500ML PORTABLE JUICER CUP BLEND - READY STOK,33.999,https://down-id.img.susercontent.com/file/id-11134207-7r98o-ll16ldd06hez79_tn,elektronik,"4,7RB Terjual",,true,true
PAKET Lampu Led Strip Selang 5050 10m 20m 30 meter (lampu strip+ Socket+tutup )5050 Lampu Hias Cafe Led Strip,126.225,https://down-id.img.susercontent.com/file/11d1b0b1908702172ada46480017c823_tn,elektronik,10RB+ Terjual,-15%,true,true
NEW KARAKTER BERAT 1KG...KIPAS ANGIN KARAKTER LUCU HELLO KITTY CARS MARIO,50.900,https://down-id.img.susercontent.com/file/d48d5866275c065f7b258f45354b17b0_tn,elektronik,10RB+ Terjual,,true,true
ELFYDO Lampu Tumblr Xeron 10M Packing Box Lampu Hias Lampu Hari Raya Lebaran Lampu Natal Tumbler Light Led Dekorasi Kamar,10.205,https://down-id.img.susercontent.com/file/id-11134207-7r98x-llmz4pkwkdrgbb_tn,elektronik,10RB+ Terjual,,true,true
【READY STOCK】ADVANCE Set Top Box Tv Digital Matrix DVB T2 HD EWS / Penerima Siaran Full HD STP-A01 Garansi Resmi 1 tahun,136.000,https://down-id.img.susercontent.com/file/f18e729c83a10e87d443df6aad6dfa01_tn,elektronik,10RB+ Terjual,-62%,true,true
Berkattoserba BLENDER PORTABLE MINI USB Chopper Elektrik Tanpa Kabel Pencincang Makanan,26.650,https://down-id.img.susercontent.com/file/id-11134201-7r98u-ll4y0xv8uz9uf6_tn,elektronik,"8,5RB Terjual",-47%,true,true
[ KYLO ] Blender Stainless Hijau Premium Quality Kapasitas 2L/Food Chopper/Penggiling Daging/Blender Elektrik Stainless,72.888,https://down-id.img.susercontent.com/file/1abf010a986d11e81bd39eb1537894ba_tn,elektronik,10RB+ Terjual,-48%,true,true
